conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
1524943098639679488,Fri May 13 02:42:21 +0000 2022,0,@FirstMediaCares min first Media eror ya? Ko gabisa di pake dari pagi wilayah bekasi,1524943098639679488,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1524943098639679488,301275146,,Negatif,
1512245409770446854,Fri Apr 08 01:46:16 +0000 2022,0,asli dah emosyen bgt sm first media ganti apa yaaaaa elah bekasi,1512245409770446854,,,in,,0,1,1,https://x.com/undefined/status/1512245409770446854,102897853,,Negatif,
1509503843473580039,Mon Apr 04 14:52:21 +0000 2022,0,@FirstMediaCares Firstmedia bagaimana sih? internet saya mati dan tidak dapat digunakan selama beberapa hari ini di bekasi. Sebaiknnya FIRST MEDIA ganti menjadi LAST MEDIA aja kedepannya!!!!,1510993683578974215,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1510993683578974215,110390212,,Negatif,
1510394907709816834,Sat Apr 02 23:13:02 +0000 2022,0,@FirstMediaCares halo.. ini first media daerah bekasi timur tepatnya dirawalumbu lagi down atau apa sih? Sudah 3 hari ga da jaringan?????,1510394907709816834,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1510394907709816834,277524480,,Negatif,down
1509690764011634688,Fri Apr 01 00:35:01 +0000 2022,0,@FirstMediaCares account no 10027430 di harapan indah bekasi internet connection down dr kemarin sampe sekarang tolong di periksa kembali first media. Thanks,1509690764011634688,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1509690764011634688,2378953246,,Negatif,down
1507717479736352770,Sat Mar 26 14:15:53 +0000 2022,0,sumpah gue kesel bgt pdhl pas di jkt langganan first media udh 8 thn dan lancar2 aje. giliran pas di bekasi jaringannye minta gue maki2. udh gitu pas di awal2 sempet bikin chaos software wifi di laptop2 yg ada di rumah jaringan data internet hp aja juga jd keganggu,1507723013357125634,,uglyestduckling,in,,0,1,0,https://x.com/undefined/status/1507723013357125634,2617553394,,Negatif,ganggu
1493885022679429123,Wed Feb 16 09:48:39 +0000 2022,0,@FirstMediaCares Sore min untuk wilayah bekasi timur udah bisa pasang first media g?,1493885022679429123,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1493885022679429123,1413416314199101446,,Negatif,
1489236985600352256,Thu Feb 03 13:59:00 +0000 2022,0,@FirstMediaCares tolong ieu mah first media aing ilang an jaringannya padahal tadi pagi baru perbaikan ampe 9 JAM tolong cok benerin daerah kaliabang tengah bekasi utara,1489236985600352256,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1489236985600352256,4601986392,,Negatif,
1454266608692518912,Sat Jan 15 05:06:33 +0000 2022,0,@anjaybetsidika8 Bekasi mana bro? Kecamatan rawalumbu kenceng ga ya first media,1482217619440947202,,adhxa_,in,,0,0,0,https://x.com/undefined/status/1482217619440947202,1474976513313284100,,Negatif,
1481771657593520129,Fri Jan 14 04:03:11 +0000 2022,0,@FirstMediaCares Halo min first media daerah jati asih bekasi gangguan nya sampe kapan ya?,1481839285842362368,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1481839285842362368,504024900,,Negatif,gangguan
1481771657593520129,Fri Jan 14 00:41:24 +0000 2022,0,@FirstMediaCares Halo min first media daerah pondok ungu bekasi apakah lagi ada ganggguan? Internet mati sama saluran tv juga mati/error,1481788505747787776,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1481788505747787776,143368213,,Negatif,error
1479701086109790209,Sat Jan 08 06:26:45 +0000 2022,0,@FirstMediaCares halo selamat siang min saya mau minta kontak teknisi dari first media utk daerah bekasi bisa? Terima kasih,1479701086109790209,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1479701086109790209,1331577717452509184,,Negatif,
1479348705140502528,Fri Jan 07 07:06:30 +0000 2022,0,@FirstMediaCares selamat siang.. Saya pelanggan first media lokasi saya di dukuh zamrud blok P kel padurenan bekasi timur. Sya tdk bisa lg menonton acara tv kabel dari first media sjk siang kemarin. Bisa mnta tlg teknisi dari first media utk melakukan pengecekan ke rmh saya ?,1479348705140502528,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1479348705140502528,49489672,,Negatif,
1479347687887499266,Fri Jan 07 07:02:28 +0000 2022,0,@FirstMediaCares selamat siang.. salam kenal saya Afriadi. Saya pelanggan first media lokasi saya di dukuh zamrud blok P kel padurenan kec mustika jaya bekasi timur.,1479347687887499266,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1479347687887499266,49489672,,Negatif,
1478002349608095746,Mon Jan 03 14:31:51 +0000 2022,0,@FirstMediaCares Min kalo kantor First Media kota bekasi dimana ya,1478011229465546753,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1478011229465546753,1220542666976317441,,Negatif,
1475092771950129152,Sun Dec 26 16:20:32 +0000 2021,0,@FirstMediaCares Halo first media apakah ada nomor teknisi wilayah Bekasi yang dapat dihubungi untuk info pemasangan wifi? Terima kasih,1475139475571306496,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1475139475571306496,1331577717452509184,,Negatif,
1467739561920847874,Tue Dec 07 06:25:35 +0000 2021,0,@FirstMediaCares Mau pasang first media daerah Bekasi Utara min,1468104383879471107,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1468104383879471107,517298551,,Negatif,
1467125751916937221,Sat Dec 04 13:36:51 +0000 2021,0,@FirstMediaCares halo saya mau berlangganan first media lokasi saya di cibuntu cibitung bekasi,1467125751916937221,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1467125751916937221,75236857,,Negatif,
1464876398351306754,Sun Nov 28 08:38:44 +0000 2021,0,@FirstMediaCares saya mau bertanya seputar produk first media dan lokasi sy kira2 sudah tercover blm? Alamat Swakarsa II jatibening baru Bekasi,1464876398351306754,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1464876398351306754,1171099389185552384,,Negatif,
1464395595188092932,Sat Nov 27 01:00:23 +0000 2021,0,@FirstMediaCares Alamat Lengkap Perum Oma Indah Blok. E No7 RT17 RW11 Jatimulya Tambun Selatan Kabupaten Bekasi Jawa Barat. Kalau bisa sekarang ya min orang First Media nya datang.. Terima Kasih min,1464398665989046273,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1464398665989046273,1312232425133547520,,Negatif,
1462744297036386304,Mon Nov 22 11:26:31 +0000 2021,0,@FirstMediaCares signal first media di Cluster Bukit Kemang Indah Kel. Jatimakmur Kec. Pondok Gede - Bekasi mendadak OFF dari jam 16.00 sampai sekarang masih OFF. Tolong ditindaklanjuti dong. Lagi banyak gawean nih.,1462744297036386304,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1462744297036386304,778503054731546624,,Negatif,lag
1462589221911154688,Mon Nov 22 01:10:18 +0000 2021,0,gua mesti kerja first media ccd workspace sm coffee shop di bekasi dimana sih yg cepet wifinyaaaaa yg udah buka jam seginiiiiii,1462589221911154688,,,in,,0,0,0,https://x.com/undefined/status/1462589221911154688,340817993,,Positif,cepet
1455680245667807237,Tue Nov 02 23:36:30 +0000 2021,0,@FirstMediaCares woooi first media kirim teknisi nya ke perum.Duta bumi 2 blok.D no.20 Harapan indah Bekasi ID 10126676 sdh 3 hari gak konek,1455680245667807237,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1455680245667807237,1388789685216972806,,Negatif,
1454320558586281984,Sun Oct 31 00:47:47 +0000 2021,0,@y_litaa Oh tydack heran wkwk 2016 gw pake first media yul tiba2 saluran tv kebuka semua harga nya naik ga ada pemebritahuan apa2 kacau daaah firstmedia maah. Kalo ada my republic mending itu dah yul gua di bekasi pake itu jarang bangett ada gangguan,1454611022078103555,,y_litaa,in,,0,1,0,https://x.com/undefined/status/1454611022078103555,734671146,,Negatif,gangguan
1452914602644103168,Tue Oct 26 08:26:49 +0000 2021,0,rekomendasi wifi selain indihome and first media buat area kabupaten bekasi TIA,1452914602644103168,,,in,,0,0,0,https://x.com/undefined/status/1452914602644103168,1297549974083784705,,Negatif,
1449730507659378692,Sun Oct 17 14:33:57 +0000 2021,0,@eun_meets_evil rumah gw yg di bekasi pake first media lumayan cepet bgt,1449745502220664841,,fwairy_eun,in,,0,0,0,https://x.com/undefined/status/1449745502220664841,1102489342776270848,,Positif,cepet
1446437262019870725,Sat Oct 09 01:38:56 +0000 2021,0,@FirstMediaCares Misi first media ini kenapa jaringannya jelek ya di bekasi utara. Saya lagi ada zoom penting,1446651360972185600,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1446651360972185600,1433830817520775168,,Negatif,lag
1442032349131120640,Sun Sep 26 07:44:38 +0000 2021,0,@FirstMediaCares apakah first media yg sudah terpasang di rumah (bekasi barat) bisa dipindah ke rumah/tempat lain yg lintas kota seperti jakarta timur? Bagaimana caranya?,1442032349131120640,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1442032349131120640,1355530194539442178,,Negatif,
1441215394413350920,Fri Sep 24 01:38:21 +0000 2021,0,@FirstMediaCares Mau bertanya kenapa internet first media tidak mau koneksi ke Letop anak butuh zoom belajar tapi di TV atau ke HP internetnya hidup mohon penjelasan atau nomor Hp kontak servis areal Gerbang Tol Bekasi timur,1441215394413350920,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1441215394413350920,1395010552330547204,,Negatif,
1439595276512022542,Mon Sep 20 01:53:20 +0000 2021,0,@FirstMediaCares gw mo migrasi dari indihome ke first media untuk area bekasi udah bisa belom?,1439769616050376706,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1439769616050376706,114777039,,Negatif,
1439584904707149830,Sun Sep 19 13:39:22 +0000 2021,1,@Molatv_id kok di bekasi dan pake wifi first media buffring terus ya??? ada apa ini Mola,1439584904707149830,,Molatv_id,in,,0,0,0,https://x.com/undefined/status/1439584904707149830,1352094879787098112,,Negatif,
1438744928083857409,Fri Sep 17 06:01:36 +0000 2021,0,@FirstMediaCares Siang kemarin sy order pemasangan first media via sales marketing dgn paket promo an Adi Laksono Jl Titiran 2 Blok C No. 55 Perumahan Pondok Timur Indah 1 Bekasi Timur... Info salesnya akan dipasamg 1 sd 2 hr kedepan. Mohon infonya... Terima ksh..,1438744928083857409,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1438744928083857409,1433734702515441666,,Promosi,promo
1433408127626477572,Thu Sep 02 12:35:03 +0000 2021,0,@FirstMediaCares first media harapan indah bekasi lg error ya? dr kmrn jam 3 sore error terus,1433408127626477572,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1433408127626477572,1260249321791881216,,Negatif,error
1432222148156747781,Mon Aug 30 06:02:24 +0000 2021,0,@FirstMediaCares Selamat pagi menjelang siang... Mohon bisa diperhatikan...Dari pagi lemot terus nih. Wilayah Bekasi.. Kita bayar on time loh... Mohon kerjasama yang baik. Segera dibenerin jaringan First Media... Kerjaan kita keteteran nih. #kompensasi.,1432222148156747781,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1432222148156747781,226538799,,Negatif,lemot
1431266285141172227,Sat Aug 28 02:48:39 +0000 2021,0,@FirstMediaCares Tolong first media Taman Galaxi bekasi selatan JL pulosirih Timur 8 no. CA 82 sudah 2:hari mati segera dibetulin ya tengkyu,1431448614446923777,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1431448614446923777,1278389326397665281,,Positif,aman
1430428034717282307,Wed Aug 25 07:13:14 +0000 2021,0,@FirstMediaCares first media masih error ya ? Sampai jam berapa ya ? Lokasi di bekasi barat,1430428034717282307,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1430428034717282307,51672400,,Negatif,error
1430403757783752705,Wed Aug 25 05:36:46 +0000 2021,0,@FirstMediaCares Hadeuh .. di jam2 kritis saat WFH .. kenapa ini first media... Internet no Connection TV cable juga tidak ada signal yang terdeteksi .... @Jatisari Jatiasih Bekasi https://t.co/bnudPJktOE,1430403757783752705,https://pbs.twimg.com/media/E9nQosUVgAIwZKR.jpg,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1430403757783752705,2429067906,,Negatif,
1428679543385071625,Fri Aug 20 11:25:21 +0000 2021,0,@FirstMediaCares Layanan internet dan tv di tempat saya mati tp tidak ada pemberitahuan atau notifikasi dari First Media. Lokasi Jalan Pahlawan Duren Jaya Bekasi Timur Noted: ini sering terjadi,1428679543385071625,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1428679543385071625,1336488227830566912,,Negatif,
1427941798786211840,Wed Aug 18 10:33:49 +0000 2021,0,@FirstMediaCares Hello didaerah pekayon Bekasi sering kali down...hari ini down lagi dan infonya ada perbaikan jaringan sampai hari Jum'at ...apakah team First Media mau belikan pulsa quota sbg gantinya???? Harga mahal servicenya NOL,1427941798786211840,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1427941798786211840,1422215496254976003,,Negatif,down
1425982966547636225,Fri Aug 13 00:50:07 +0000 2021,0,@FirstMediaCares First media ada apa Kok error trs dah seminggu lebih saya ada di daerah pesona anggrek bekasi kemaren saya komplain juga gak ada tanggapan....anak kami susah dong kalo mau daring...,1425982966547636225,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1425982966547636225,1225378717481832448,,Negatif,error
1421119397796532232,Fri Jul 30 14:52:53 +0000 2021,0,@alpheretz gue mau ganti ke first media dari indihome kyk pindah dari depok ke bekasi ga beda jauh &lt;/3,1421121624137367553,,climaxxxing,in,,0,1,0,https://x.com/undefined/status/1421121624137367553,1254934807437430784,,Negatif,
1419979371687780356,Tue Jul 27 12:32:54 +0000 2021,0,@terletoyy @bekasibase Bekasi timurr first media aman gak kalo ujan?,1419999234045091848,,,in,,0,0,0,https://x.com/undefined/status/1419999234045091848,1075802913367306242,,Positif,aman
1418168031000154119,Thu Jul 22 11:16:21 +0000 2021,0,@FirstMediaCares First Media ... Nopel 1029 8318 Alamat Perumahan Pondok Timur Bekasi Timur Sejak kemarin malam jam 22.00 wib sp skrgi wifi u internet drop....hampir 24jam Belum ada tanda2 nih.. anak sy sdh wanti2 byk PR u besok...haadeuhh,1418168031000154119,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1418168031000154119,1350370554306412544,,Negatif,
1417845989130440706,Wed Jul 21 13:56:40 +0000 2021,0,@FirstMediaCares Hari ini sinyal first media sering putus2 saat ini pun mash begitu... Daerah pondok timur bekasi timur.. Tolong dicek apa ada gangguan jaringan..atau gmana,1417845989130440706,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1417845989130440706,1350370554306412544,,Negatif,gangguan
1415941219528503296,Fri Jul 16 07:47:48 +0000 2021,0,@FirstMediaCares kak first media jaringannya sudah sampe ke daerah pondok ungu permai bekasi utara belum ya?,1415941219528503296,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1415941219528503296,1346668814197346304,,Negatif,
1411159143776329733,Wed Jul 07 00:44:54 +0000 2021,0,@FirstMediaCares Coba bos cek first media Bekasi Selatan jati asih karena udah 2 hari ini los conect rata2 di perumahan saya sama ada info kabelnya putus tolong di cek di lapangan,1412573305194778627,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1412573305194778627,1158262966220775424,,Negatif,
1409743828949475336,Tue Jun 29 05:21:35 +0000 2021,0,@FirstMediaCares min first media udah sampe Bekasi Timur Regency 7 kab bekasi setu blm ya,1409743828949475336,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1409743828949475336,136217274,,Negatif,
1407900661094653953,Thu Jun 24 03:17:29 +0000 2021,0,@FirstMediaCares untuk daerah bekasi barat kelurahan jakasampurna koneksi internet kami bermasalah sdh 2hr ini apa memang sdg ada perbaikan koneksi first media ?,1407900661094653953,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1407900661094653953,280574951,,Negatif,
1407299943874793475,Tue Jun 22 12:05:07 +0000 2021,0,@FirstMediaCares Sy pelangan Firstmedia ada tetangga depan rumah mau pasang first media ada kontak yg bisa di hubungi. Alamat sy di perumahan Graha Indah Jl. Melon 5 blk E4. No.1 Kel. Jaka mulya Bekasi selatan.,1407308668639404042,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1407308668639404042,1325602862412357632,,Negatif,
1403558147038486533,Sat Jun 12 03:41:53 +0000 2021,0,@FirstMediaCares halo min saya mau bertanya bagaimana prosedur pemutusan jaringan first media ya untuk daerah bekasi,1403558147038486533,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1403558147038486533,1299187127452803072,,Negatif,
1401770254481739782,Mon Jun 07 05:17:26 +0000 2021,0,Halo First Media @FirstMediaCares @FirstMediaWorld Jaringan di Sekitarnya Harapan Indah Bekasi down lagi...? Ini hari Senin anak2 Ujian Akhir Tahun... Bagaimana ini?,1401770254481739782,,,in,,1,0,0,https://x.com/undefined/status/1401770254481739782,127120457,,Negatif,down
1398276980856918021,Fri May 28 13:56:25 +0000 2021,1,Duh provider ISP apa ye selain First Media sama Indihome yang ada di HI Bekasi,1398276980856918021,,,in,,0,9,1,https://x.com/undefined/status/1398276980856918021,93882850,,Negatif,
1395383088889286663,Tue May 25 08:21:45 +0000 2021,0,@FirstMediaCares Kami ingin pasang baru kak mohon cek ketersediaan jaringan first Media di area ini google maps kata kunci Nasi Goreng Top Tri daya sakti tambun selatan bekasi,1397105596772409344,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1397105596772409344,1352988261728153601,,Negatif,
1395394975211290628,Thu May 20 15:05:45 +0000 2021,0,@vctrkmng pake first media 2 thn di daerah bekasi so far so good,1395395324835815426,,vctrkmng,in,,0,0,0,https://x.com/undefined/status/1395395324835815426,4782260966,,Positif,
